ticket_id,created_date,created_datetime,store_location,device_category,issue_type,priority,resolution_minutes,repeat_visit_needed,kb_article_existed
TCK-12673,2025-11-25,2025-11-25 10:52,Bondi Junction,Desktop,Slow computer / performance issue,Medium,39,False,True
TCK-14240,2025-11-25,2025-11-25 11:07,Chatswood,Network Equipment,Printer connectivity issue,Low,38,False,False
TCK-14048,2025-11-25,2025-11-25 12:11,Castle Hill,Mobile Device,Mobile device setup,Low,20,True,True
TCK-11062,2025-11-25,2025-11-25 13:09,Castle Hill,Network Equipment,Wifi / network drop out,Medium,55,True,False
TCK-15136,2025-11-25,2025-11-25 13:22,Parramatta,Network Equipment,Wifi / network drop out,High,22,False,False
TCK-11670,2025-11-25,2025-11-25 13:26,Chatswood,Mobile Device,Mobile device setup,Low,21,False,True
TCK-14732,2025-11-25,2025-11-25 13:35,Parramatta,Network Equipment,Wifi / network drop out,Low,27,False,False
TCK-13848,2025-11-25,2025-11-25 14:03,Liverpool,Desktop,Password reset / login issue,High,16,True,True
TCK-10408,2025-11-25,2025-11-25 14:28,Liverpool,Mobile Device,Mobile device setup,Medium,23,False,True
TCK-14842,2025-11-25,2025-11-25 14:31,Chatswood,Network Equipment,Printer connectivity issue,Medium,56,True,False
TCK-10955,2025-11-25,2025-11-25 14:52,Chatswood,Desktop,Password reset / login issue,Medium,8,True,True
TCK-14243,2025-11-25,2025-11-25 14:57,Bondi Junction,Laptop,New starter device setup,Medium,34,False,True
TCK-11215,2025-11-25,2025-11-25 15:19,Bondi Junction,Mobile Device,Mobile device setup,Low,18,False,True
TCK-10201,2025-11-25,2025-11-25 15:44,Liverpool,Desktop,Password reset / login issue,Medium,10,False,True
TCK-11341,2025-11-25,2025-11-25 15:52,Chatswood,Register / POS,Register freezing / crashing,Low,36,True,False
TCK-11926,2025-11-25,2025-11-25 16:19,Bondi Junction,Desktop,Password reset / login issue,High,14,False,True
TCK-10799,2025-11-25,2025-11-25 16:29,Castle Hill,Laptop,New starter device setup,Low,47,True,True
TCK-10731,2025-11-25,2025-11-25 17:04,Castle Hill,Network Equipment,Printer connectivity issue,Low,24,True,False
TCK-15010,2025-11-25,2025-11-25 17:26,Chatswood,Desktop,Password reset / login issue,Medium,12,False,True
TCK-14364,2025-11-25,2025-11-25 17:32,Parramatta,Register / POS,Payment terminal error,Medium,24,False,True
TCK-12078,2025-11-25,2025-11-25 17:41,Chatswood,Desktop,Password reset / login issue,Low,14,False,True
TCK-13283,2025-11-25,2025-11-25 17:44,Liverpool,Network Equipment,Printer connectivity issue,Medium,28,False,False
TCK-13554,2025-11-25,2025-11-25 18:23,Castle Hill,Desktop,Password reset / login issue,Low,12,False,True
TCK-11752,2025-11-25,2025-11-25 19:04,Liverpool,Desktop,Email / account access issue,Medium,8,False,True
TCK-13466,2025-11-25,2025-11-25 19:12,Castle Hill,Register / POS,Register freezing / crashing,Medium,31,True,False
TCK-13831,2025-11-25,2025-11-25 20:01,Liverpool,Register / POS,Payment terminal error,Low,24,True,True
TCK-14416,2025-11-25,2025-11-25 20:22,Parramatta,Network Equipment,Printer connectivity issue,Medium,29,True,False
TCK-13964,2025-11-25,2025-11-25 20:26,Liverpool,Laptop,New starter device setup,Medium,34,False,True
TCK-10439,2025-11-25,2025-11-25 20:32,Bondi Junction,Desktop,Email / account access issue,Low,8,True,True
TCK-13408,2025-11-25,2025-11-25 20:43,Parramatta,Laptop,New starter device setup,Low,30,False,True
TCK-13085,2025-11-26,2025-11-26 09:25,Liverpool,Network Equipment,Wifi / network drop out,Medium,45,False,False
TCK-12942,2025-11-26,2025-11-26 09:51,Castle Hill,Desktop,Email / account access issue,Medium,15,False,True
TCK-10033,2025-11-26,2025-11-26 10:32,Bondi Junction,Register / POS,Payment terminal error,Medium,24,False,True
TCK-12297,2025-11-26,2025-11-26 10:54,Castle Hill,Desktop,Slow computer / performance issue,Medium,36,False,True
TCK-15120,2025-11-26,2025-11-26 11:29,Chatswood,Desktop,Email / account access issue,Medium,13,False,True
TCK-12746,2025-11-26,2025-11-26 11:31,Bondi Junction,Mobile Device,Mobile device setup,Low,15,False,True
TCK-12288,2025-11-26,2025-11-26 11:50,Liverpool,Register / POS,Register freezing / crashing,Medium,41,True,False
TCK-10127,2025-11-26,2025-11-26 11:52,Chatswood,Register / POS,Payment terminal error,Medium,25,True,True
TCK-11744,2025-11-26,2025-11-26 11:54,Bondi Junction,Network Equipment,Printer connectivity issue,Medium,25,True,False
TCK-11542,2025-11-26,2025-11-26 13:05,Bondi Junction,Register / POS,Register freezing / crashing,Medium,36,True,False
TCK-13303,2025-11-26,2025-11-26 13:17,Chatswood,Register / POS,Register freezing / crashing,Medium,54,False,False
TCK-13604,2025-11-26,2025-11-26 13:24,Parramatta,Register / POS,Payment terminal error,Medium,19,False,True
TCK-13248,2025-11-26,2025-11-26 13:27,Parramatta,Network Equipment,Printer connectivity issue,High,37,False,False
TCK-13998,2025-11-26,2025-11-26 14:35,Castle Hill,Register / POS,Barcode scanner not working,High,11,False,True
TCK-10443,2025-11-26,2025-11-26 14:38,Castle Hill,Register / POS,Barcode scanner not working,Medium,7,False,True
TCK-13810,2025-11-26,2025-11-26 15:45,Bondi Junction,Network Equipment,Printer connectivity issue,High,51,True,False
TCK-14982,2025-11-26,2025-11-26 17:22,Chatswood,Mobile Device,Mobile device setup,Low,13,False,True
TCK-14528,2025-11-26,2025-11-26 17:27,Chatswood,Desktop,Password reset / login issue,Low,11,False,True
TCK-13651,2025-11-26,2025-11-26 18:09,Chatswood,Register / POS,Register freezing / crashing,High,42,True,False
TCK-10348,2025-11-26,2025-11-26 18:12,Bondi Junction,Register / POS,Register freezing / crashing,Medium,44,False,False
TCK-13943,2025-11-26,2025-11-26 18:12,Chatswood,Desktop,Slow computer / performance issue,Medium,29,False,True
TCK-10025,2025-11-26,2025-11-26 18:20,Liverpool,Network Equipment,Printer connectivity issue,Medium,12,False,False
TCK-12743,2025-11-26,2025-11-26 19:01,Castle Hill,Desktop,Slow computer / performance issue,Medium,42,False,True
TCK-13068,2025-11-26,2025-11-26 19:16,Bondi Junction,Desktop,Password reset / login issue,Medium,14,True,True
TCK-13298,2025-11-26,2025-11-26 19:17,Bondi Junction,Register / POS,Payment terminal error,High,29,True,True
TCK-14660,2025-11-26,2025-11-26 19:20,Parramatta,Register / POS,Register freezing / crashing,Medium,41,True,False
TCK-12240,2025-11-26,2025-11-26 20:59,Liverpool,Register / POS,Register freezing / crashing,Low,20,False,False
TCK-12461,2025-11-27,2025-11-27 08:01,Liverpool,Desktop,Password reset / login issue,Medium,14,False,True
TCK-13329,2025-11-27,2025-11-27 08:14,Castle Hill,Register / POS,Barcode scanner not working,High,12,False,True
TCK-13124,2025-11-27,2025-11-27 08:37,Liverpool,Register / POS,Barcode scanner not working,Medium,13,False,True
TCK-10129,2025-11-27,2025-11-27 08:42,Parramatta,Register / POS,Barcode scanner not working,Medium,15,False,True
TCK-13594,2025-11-27,2025-11-27 09:16,Chatswood,Register / POS,Payment terminal error,Medium,22,False,True
TCK-10421,2025-11-27,2025-11-27 09:22,Chatswood,Register / POS,Barcode scanner not working,Medium,12,False,True
TCK-14450,2025-11-27,2025-11-27 09:26,Bondi Junction,Register / POS,Payment terminal error,Medium,27,True,True
TCK-13198,2025-11-27,2025-11-27 10:04,Liverpool,Network Equipment,Printer connectivity issue,Low,28,False,False
TCK-13582,2025-11-27,2025-11-27 10:05,Chatswood,Desktop,Screen / hardware fault,Medium,48,False,True
TCK-14307,2025-11-27,2025-11-27 10:17,Parramatta,Register / POS,Register freezing / crashing,High,27,True,False
TCK-14254,2025-11-27,2025-11-27 10:39,Liverpool,Network Equipment,Printer connectivity issue,Low,23,True,False
TCK-10001,2025-11-27,2025-11-27 10:47,Parramatta,Desktop,Password reset / login issue,Low,17,False,True
TCK-14110,2025-11-27,2025-11-27 11:17,Chatswood,Desktop,Screen / hardware fault,Medium,32,False,True
TCK-13826,2025-11-27,2025-11-27 11:24,Castle Hill,Desktop,Password reset / login issue,Medium,7,False,True
TCK-13757,2025-11-27,2025-11-27 11:47,Bondi Junction,Desktop,Password reset / login issue,Low,11,True,True
TCK-13166,2025-11-27,2025-11-27 12:00,Parramatta,Mobile Device,Mobile device setup,Low,23,True,True
TCK-11027,2025-11-27,2025-11-27 13:15,Chatswood,Desktop,Password reset / login issue,High,7,False,True
TCK-15025,2025-11-27,2025-11-27 13:55,Parramatta,Network Equipment,Printer connectivity issue,Low,59,True,False
TCK-14247,2025-11-27,2025-11-27 14:31,Chatswood,Register / POS,Register freezing / crashing,Low,25,True,False
TCK-13434,2025-11-27,2025-11-27 14:55,Castle Hill,Network Equipment,Printer connectivity issue,Low,28,True,False
TCK-14587,2025-11-27,2025-11-27 15:17,Liverpool,Desktop,Password reset / login issue,Medium,15,False,True
TCK-11333,2025-11-27,2025-11-27 15:21,Castle Hill,Desktop,Slow computer / performance issue,High,40,True,True
TCK-13216,2025-11-27,2025-11-27 15:25,Bondi Junction,Laptop,New starter device setup,Medium,29,True,True
TCK-14569,2025-11-27,2025-11-27 15:52,Bondi Junction,Register / POS,Payment terminal error,Medium,14,True,True
TCK-12328,2025-11-27,2025-11-27 16:26,Chatswood,Laptop,Software install / update request,Low,29,False,True
TCK-14003,2025-11-27,2025-11-27 17:01,Chatswood,Register / POS,Register freezing / crashing,Low,35,True,False
TCK-11558,2025-11-27,2025-11-27 17:12,Bondi Junction,Laptop,Software install / update request,Medium,11,False,True
TCK-13625,2025-11-27,2025-11-27 17:44,Bondi Junction,Desktop,Email / account access issue,Medium,14,False,True
TCK-12388,2025-11-27,2025-11-27 17:47,Chatswood,Network Equipment,Wifi / network drop out,Low,47,False,False
TCK-13072,2025-11-27,2025-11-27 17:49,Bondi Junction,Register / POS,Payment terminal error,Low,15,False,True
TCK-10681,2025-11-27,2025-11-27 18:14,Liverpool,Network Equipment,Printer connectivity issue,Low,31,True,False
TCK-13789,2025-11-27,2025-11-27 18:22,Liverpool,Laptop,New starter device setup,High,48,True,True
TCK-13331,2025-11-27,2025-11-27 18:24,Bondi Junction,Register / POS,Barcode scanner not working,High,15,False,True
TCK-13707,2025-11-27,2025-11-27 18:40,Parramatta,Laptop,Software install / update request,Low,13,False,True
TCK-11380,2025-11-27,2025-11-27 18:45,Chatswood,Network Equipment,Printer connectivity issue,Medium,12,True,False
TCK-10359,2025-11-27,2025-11-27 18:46,Parramatta,Register / POS,Register freezing / crashing,High,36,True,False
TCK-11237,2025-11-27,2025-11-27 19:55,Bondi Junction,Desktop,Password reset / login issue,Low,14,False,True
TCK-10156,2025-11-27,2025-11-27 20:12,Bondi Junction,Desktop,Password reset / login issue,Medium,12,True,True
TCK-14495,2025-11-27,2025-11-27 20:45,Liverpool,Laptop,New starter device setup,Medium,35,False,True
TCK-10026,2025-11-28,2025-11-28 08:51,Castle Hill,Network Equipment,Printer connectivity issue,Low,23,False,False
TCK-12859,2025-11-28,2025-11-28 09:07,Bondi Junction,Laptop,New starter device setup,Medium,36,False,True
TCK-12597,2025-11-28,2025-11-28 09:35,Liverpool,Desktop,Slow computer / performance issue,Medium,43,True,True
TCK-12500,2025-11-28,2025-11-28 10:02,Castle Hill,Network Equipment,Wifi / network drop out,Low,25,True,False
TCK-14353,2025-11-28,2025-11-28 12:30,Bondi Junction,Laptop,Software install / update request,Medium,23,False,True
TCK-14666,2025-11-28,2025-11-28 13:58,Chatswood,Network Equipment,Printer connectivity issue,Medium,38,False,False
TCK-12321,2025-11-28,2025-11-28 14:07,Liverpool,Register / POS,Barcode scanner not working,Medium,12,False,True
TCK-14720,2025-11-28,2025-11-28 14:08,Liverpool,Network Equipment,Printer connectivity issue,Low,36,True,False
TCK-15156,2025-11-28,2025-11-28 14:19,Parramatta,Network Equipment,Wifi / network drop out,Low,48,False,False
TCK-11506,2025-11-28,2025-11-28 14:24,Castle Hill,Network Equipment,Printer connectivity issue,Medium,38,False,False
TCK-10788,2025-11-28,2025-11-28 14:36,Bondi Junction,Register / POS,Payment terminal error,Medium,25,False,True
TCK-14823,2025-11-28,2025-11-28 17:10,Parramatta,Laptop,New starter device setup,High,9,False,True
TCK-10347,2025-11-28,2025-11-28 17:51,Bondi Junction,Register / POS,Payment terminal error,High,24,False,True
TCK-14979,2025-11-28,2025-11-28 18:45,Parramatta,Register / POS,Barcode scanner not working,Low,10,False,True
TCK-10326,2025-11-28,2025-11-28 19:05,Bondi Junction,Network Equipment,Printer connectivity issue,Medium,19,False,False
TCK-14432,2025-11-28,2025-11-28 19:05,Bondi Junction,Desktop,Slow computer / performance issue,Medium,42,False,True
TCK-14586,2025-11-28,2025-11-28 19:22,Liverpool,Register / POS,Register freezing / crashing,Medium,48,True,False
TCK-14855,2025-11-28,2025-11-28 19:37,Liverpool,Desktop,Password reset / login issue,Low,5,True,True
TCK-14318,2025-11-28,2025-11-28 19:45,Parramatta,Laptop,New starter device setup,Low,31,False,True
TCK-11646,2025-11-28,2025-11-28 20:05,Liverpool,Network Equipment,Printer connectivity issue,Low,43,True,False
TCK-13771,2025-11-29,2025-11-29 08:38,Chatswood,Register / POS,Register freezing / crashing,High,46,True,False
TCK-12963,2025-11-29,2025-11-29 08:39,Castle Hill,Desktop,Screen / hardware fault,Medium,34,False,True
TCK-14011,2025-11-29,2025-11-29 08:49,Liverpool,Network Equipment,Printer connectivity issue,Medium,39,True,False
TCK-13745,2025-11-29,2025-11-29 09:42,Parramatta,Register / POS,Register freezing / crashing,Low,36,True,False
TCK-15125,2025-11-29,2025-11-29 09:54,Parramatta,Laptop,Software install / update request,Low,26,False,True
TCK-11092,2025-11-29,2025-11-29 10:06,Liverpool,Network Equipment,Printer connectivity issue,Medium,54,True,False
TCK-14903,2025-11-29,2025-11-29 10:55,Parramatta,Laptop,New starter device setup,Medium,28,False,True
TCK-12947,2025-11-29,2025-11-29 11:06,Castle Hill,Register / POS,Barcode scanner not working,Low,16,True,True
TCK-14345,2025-11-29,2025-11-29 11:19,Castle Hill,Laptop,New starter device setup,Low,65,False,True
TCK-13913,2025-11-29,2025-11-29 12:31,Castle Hill,Desktop,Password reset / login issue,Low,17,False,True
TCK-13953,2025-11-29,2025-11-29 12:42,Bondi Junction,Laptop,New starter device setup,Medium,31,True,True
TCK-11799,2025-11-29,2025-11-29 14:32,Chatswood,Network Equipment,Wifi / network drop out,Medium,50,True,False
TCK-15138,2025-11-29,2025-11-29 14:38,Bondi Junction,Desktop,Password reset / login issue,Medium,14,False,True
TCK-12046,2025-11-29,2025-11-29 14:43,Liverpool,Desktop,Password reset / login issue,Medium,6,False,True
TCK-10176,2025-11-29,2025-11-29 14:44,Parramatta,Laptop,Software install / update request,Low,22,False,True
TCK-13882,2025-11-29,2025-11-29 15:20,Bondi Junction,Laptop,Software install / update request,Medium,29,False,True
TCK-14004,2025-11-29,2025-11-29 15:23,Chatswood,Network Equipment,Wifi / network drop out,Low,36,True,False
TCK-10508,2025-11-29,2025-11-29 16:15,Chatswood,Desktop,Slow computer / performance issue,Medium,47,False,True
TCK-12211,2025-11-29,2025-11-29 16:41,Castle Hill,Desktop,Password reset / login issue,High,7,False,True
TCK-12783,2025-11-29,2025-11-29 17:50,Chatswood,Desktop,Email / account access issue,High,16,False,True
TCK-11829,2025-11-29,2025-11-29 18:01,Parramatta,Desktop,Password reset / login issue,Low,13,True,True
TCK-12344,2025-11-29,2025-11-29 18:08,Chatswood,Register / POS,Payment terminal error,Low,30,True,True
TCK-12576,2025-11-29,2025-11-29 19:03,Chatswood,Network Equipment,Printer connectivity issue,Low,46,False,False
TCK-10754,2025-11-29,2025-11-29 19:36,Bondi Junction,Network Equipment,Printer connectivity issue,Low,40,True,False
TCK-14958,2025-11-29,2025-11-29 19:54,Chatswood,Desktop,Slow computer / performance issue,Medium,29,False,True
TCK-13747,2025-11-29,2025-11-29 20:51,Bondi Junction,Desktop,Screen / hardware fault,High,25,False,True
TCK-11144,2025-11-30,2025-11-30 09:03,Bondi Junction,Mobile Device,Mobile device setup,Low,24,True,True
TCK-10464,2025-11-30,2025-11-30 09:09,Parramatta,Desktop,Password reset / login issue,High,12,True,True
TCK-12420,2025-11-30,2025-11-30 09:36,Parramatta,Desktop,Email / account access issue,High,12,False,True
TCK-14470,2025-11-30,2025-11-30 10:25,Castle Hill,Network Equipment,Wifi / network drop out,Low,46,True,False
TCK-10122,2025-11-30,2025-11-30 10:51,Parramatta,Register / POS,Register freezing / crashing,High,18,False,False
TCK-12136,2025-11-30,2025-11-30 11:07,Liverpool,Register / POS,Register freezing / crashing,Medium,39,True,False
TCK-14856,2025-11-30,2025-11-30 11:31,Liverpool,Register / POS,Barcode scanner not working,Medium,10,False,True
TCK-10935,2025-11-30,2025-11-30 11:51,Castle Hill,Register / POS,Register freezing / crashing,Medium,33,True,False
TCK-10529,2025-11-30,2025-11-30 12:07,Bondi Junction,Register / POS,Barcode scanner not working,Medium,16,False,True
TCK-10174,2025-11-30,2025-11-30 12:21,Bondi Junction,Network Equipment,Printer connectivity issue,High,39,False,False
TCK-10756,2025-11-30,2025-11-30 12:56,Bondi Junction,Network Equipment,Printer connectivity issue,High,24,True,False
TCK-13860,2025-11-30,2025-11-30 13:06,Liverpool,Network Equipment,Wifi / network drop out,Medium,31,False,False
TCK-11925,2025-11-30,2025-11-30 13:28,Chatswood,Register / POS,Payment terminal error,High,26,True,True
TCK-14580,2025-11-30,2025-11-30 13:34,Bondi Junction,Desktop,Password reset / login issue,Medium,13,False,True
TCK-12425,2025-11-30,2025-11-30 14:13,Chatswood,Network Equipment,Printer connectivity issue,Low,27,False,False
TCK-11044,2025-11-30,2025-11-30 14:31,Liverpool,Laptop,New starter device setup,Low,28,False,True
TCK-13783,2025-11-30,2025-11-30 15:04,Castle Hill,Desktop,Password reset / login issue,High,19,False,True
TCK-12981,2025-11-30,2025-11-30 16:05,Parramatta,Desktop,Password reset / login issue,Low,7,True,True
TCK-12423,2025-11-30,2025-11-30 17:07,Castle Hill,Network Equipment,Wifi / network drop out,High,36,False,False
TCK-13262,2025-11-30,2025-11-30 18:17,Bondi Junction,Network Equipment,Printer connectivity issue,High,29,True,False
TCK-13951,2025-11-30,2025-11-30 18:22,Liverpool,Register / POS,Register freezing / crashing,High,51,False,False
TCK-14712,2025-11-30,2025-11-30 18:31,Chatswood,Register / POS,Payment terminal error,Low,28,True,True
