ticket_id,created_date,month_year,month_sort,store_location,device_category,issue_type,priority,resolution_minutes,repeat_visit_needed,repeat_visit_status,kb_article_existed,kb_article_status,total_minutes_incl_repeat
TCK-10072,2025-10-28,Oct 2025,2025-10,Bondi Junction,Laptop,Software install / update request,Low,20,False,Resolved First Visit,True,Has KB Article,20
TCK-14878,2025-10-28,Oct 2025,2025-10,Bondi Junction,Desktop,Password reset / login issue,High,9,False,Resolved First Visit,True,Has KB Article,9
TCK-12944,2025-10-28,Oct 2025,2025-10,Liverpool,Register / POS,Payment terminal error,Medium,35,True,Repeat Visit,True,Has KB Article,70
TCK-12885,2025-10-28,Oct 2025,2025-10,Chatswood,Network Equipment,Printer connectivity issue,Medium,26,False,Resolved First Visit,False,No KB Article,26
TCK-11952,2025-10-28,Oct 2025,2025-10,Castle Hill,Network Equipment,Printer connectivity issue,Medium,51,False,Resolved First Visit,False,No KB Article,51
TCK-10214,2025-10-28,Oct 2025,2025-10,Chatswood,Network Equipment,Wifi / network drop out,Low,21,True,Repeat Visit,False,No KB Article,42
TCK-15102,2025-10-28,Oct 2025,2025-10,Liverpool,Desktop,Password reset / login issue,Low,10,True,Repeat Visit,True,Has KB Article,20
TCK-10135,2025-10-28,Oct 2025,2025-10,Castle Hill,Laptop,New starter device setup,Medium,39,False,Resolved First Visit,True,Has KB Article,39
TCK-13621,2025-10-28,Oct 2025,2025-10,Chatswood,Mobile Device,Mobile device setup,High,22,True,Repeat Visit,True,Has KB Article,44
TCK-13033,2025-10-28,Oct 2025,2025-10,Liverpool,Network Equipment,Printer connectivity issue,Medium,36,False,Resolved First Visit,False,No KB Article,36
TCK-10364,2025-10-28,Oct 2025,2025-10,Bondi Junction,Mobile Device,Mobile device setup,Medium,18,False,Resolved First Visit,True,Has KB Article,18
TCK-13609,2025-10-28,Oct 2025,2025-10,Chatswood,Desktop,Password reset / login issue,Medium,14,True,Repeat Visit,True,Has KB Article,28
TCK-13300,2025-10-28,Oct 2025,2025-10,Liverpool,Network Equipment,Wifi / network drop out,Low,38,True,Repeat Visit,False,No KB Article,76
TCK-10162,2025-10-28,Oct 2025,2025-10,Castle Hill,Network Equipment,Printer connectivity issue,Medium,30,True,Repeat Visit,False,No KB Article,60
TCK-12603,2025-10-28,Oct 2025,2025-10,Castle Hill,Register / POS,Payment terminal error,Medium,17,True,Repeat Visit,True,Has KB Article,34
TCK-10721,2025-10-29,Oct 2025,2025-10,Liverpool,Network Equipment,Wifi / network drop out,Low,22,True,Repeat Visit,False,No KB Article,44
TCK-13359,2025-10-29,Oct 2025,2025-10,Parramatta,Network Equipment,Wifi / network drop out,High,42,False,Resolved First Visit,False,No KB Article,42
TCK-13077,2025-10-29,Oct 2025,2025-10,Castle Hill,Desktop,Password reset / login issue,Medium,11,False,Resolved First Visit,True,Has KB Article,11
TCK-11713,2025-10-29,Oct 2025,2025-10,Bondi Junction,Desktop,Slow computer / performance issue,Low,20,False,Resolved First Visit,True,Has KB Article,20
TCK-14483,2025-10-29,Oct 2025,2025-10,Chatswood,Network Equipment,Printer connectivity issue,High,33,True,Repeat Visit,False,No KB Article,66
TCK-13258,2025-10-29,Oct 2025,2025-10,Bondi Junction,Mobile Device,Mobile device setup,Medium,22,True,Repeat Visit,True,Has KB Article,44
TCK-14686,2025-10-29,Oct 2025,2025-10,Castle Hill,Register / POS,Register freezing / crashing,High,21,True,Repeat Visit,False,No KB Article,42
TCK-13622,2025-10-29,Oct 2025,2025-10,Parramatta,Register / POS,Register freezing / crashing,Medium,21,True,Repeat Visit,False,No KB Article,42
TCK-13222,2025-10-29,Oct 2025,2025-10,Parramatta,Network Equipment,Wifi / network drop out,High,42,False,Resolved First Visit,False,No KB Article,42
TCK-11685,2025-10-29,Oct 2025,2025-10,Parramatta,Desktop,Screen / hardware fault,Low,32,False,Resolved First Visit,True,Has KB Article,32
TCK-12749,2025-10-29,Oct 2025,2025-10,Chatswood,Desktop,Slow computer / performance issue,Medium,39,True,Repeat Visit,True,Has KB Article,78
TCK-10698,2025-10-29,Oct 2025,2025-10,Parramatta,Register / POS,Payment terminal error,High,11,False,Resolved First Visit,True,Has KB Article,11
TCK-11927,2025-10-29,Oct 2025,2025-10,Parramatta,Desktop,Password reset / login issue,Medium,5,False,Resolved First Visit,True,Has KB Article,5
TCK-12188,2025-10-29,Oct 2025,2025-10,Castle Hill,Laptop,Software install / update request,High,18,False,Resolved First Visit,True,Has KB Article,18
TCK-14428,2025-10-29,Oct 2025,2025-10,Liverpool,Register / POS,Register freezing / crashing,High,39,True,Repeat Visit,False,No KB Article,78
TCK-14451,2025-10-29,Oct 2025,2025-10,Castle Hill,Desktop,Password reset / login issue,Low,15,True,Repeat Visit,True,Has KB Article,30
TCK-14976,2025-10-29,Oct 2025,2025-10,Chatswood,Desktop,Slow computer / performance issue,Low,47,False,Resolved First Visit,True,Has KB Article,47
TCK-15046,2025-10-29,Oct 2025,2025-10,Castle Hill,Desktop,Slow computer / performance issue,High,30,False,Resolved First Visit,True,Has KB Article,30
TCK-12014,2025-10-29,Oct 2025,2025-10,Bondi Junction,Register / POS,Register freezing / crashing,Medium,37,True,Repeat Visit,False,No KB Article,74
TCK-11288,2025-10-29,Oct 2025,2025-10,Castle Hill,Network Equipment,Printer connectivity issue,Medium,38,True,Repeat Visit,False,No KB Article,76
TCK-14517,2025-10-29,Oct 2025,2025-10,Bondi Junction,Network Equipment,Printer connectivity issue,High,46,True,Repeat Visit,False,No KB Article,92
TCK-10389,2025-10-29,Oct 2025,2025-10,Parramatta,Mobile Device,Mobile device setup,Medium,16,False,Resolved First Visit,True,Has KB Article,16
TCK-11784,2025-10-29,Oct 2025,2025-10,Castle Hill,Network Equipment,Printer connectivity issue,Medium,20,True,Repeat Visit,False,No KB Article,40
TCK-14764,2025-10-29,Oct 2025,2025-10,Parramatta,Desktop,Email / account access issue,Medium,10,False,Resolved First Visit,True,Has KB Article,10
TCK-12555,2025-10-30,Oct 2025,2025-10,Chatswood,Register / POS,Register freezing / crashing,Low,50,False,Resolved First Visit,False,No KB Article,50
TCK-11935,2025-10-30,Oct 2025,2025-10,Liverpool,Register / POS,Payment terminal error,Low,31,True,Repeat Visit,True,Has KB Article,62
TCK-11944,2025-10-30,Oct 2025,2025-10,Bondi Junction,Register / POS,Register freezing / crashing,Medium,17,True,Repeat Visit,False,No KB Article,34
TCK-13710,2025-10-30,Oct 2025,2025-10,Parramatta,Network Equipment,Wifi / network drop out,Low,26,False,Resolved First Visit,False,No KB Article,26
TCK-10370,2025-10-30,Oct 2025,2025-10,Chatswood,Network Equipment,Wifi / network drop out,Low,41,True,Repeat Visit,False,No KB Article,82
TCK-10248,2025-10-30,Oct 2025,2025-10,Chatswood,Desktop,Screen / hardware fault,Medium,76,False,Resolved First Visit,True,Has KB Article,76
TCK-10912,2025-10-30,Oct 2025,2025-10,Bondi Junction,Register / POS,Payment terminal error,Medium,27,True,Repeat Visit,True,Has KB Article,54
TCK-13476,2025-10-30,Oct 2025,2025-10,Bondi Junction,Mobile Device,Mobile device setup,Low,12,False,Resolved First Visit,True,Has KB Article,12
TCK-12566,2025-10-30,Oct 2025,2025-10,Castle Hill,Register / POS,Barcode scanner not working,Medium,20,False,Resolved First Visit,True,Has KB Article,20
TCK-12292,2025-10-30,Oct 2025,2025-10,Castle Hill,Desktop,Email / account access issue,Medium,16,False,Resolved First Visit,True,Has KB Article,16
TCK-13534,2025-10-30,Oct 2025,2025-10,Bondi Junction,Network Equipment,Wifi / network drop out,Medium,28,True,Repeat Visit,False,No KB Article,56
TCK-12236,2025-10-30,Oct 2025,2025-10,Liverpool,Laptop,Software install / update request,High,20,False,Resolved First Visit,True,Has KB Article,20
TCK-12709,2025-10-30,Oct 2025,2025-10,Chatswood,Desktop,Password reset / login issue,Medium,16,False,Resolved First Visit,True,Has KB Article,16
TCK-10929,2025-10-30,Oct 2025,2025-10,Liverpool,Register / POS,Register freezing / crashing,High,37,True,Repeat Visit,False,No KB Article,74
TCK-12375,2025-10-30,Oct 2025,2025-10,Bondi Junction,Mobile Device,Mobile device setup,Medium,14,False,Resolved First Visit,True,Has KB Article,14
TCK-10908,2025-10-30,Oct 2025,2025-10,Liverpool,Network Equipment,Printer connectivity issue,High,17,True,Repeat Visit,False,No KB Article,34
TCK-10137,2025-10-30,Oct 2025,2025-10,Liverpool,Register / POS,Register freezing / crashing,High,26,True,Repeat Visit,False,No KB Article,52
TCK-10358,2025-10-30,Oct 2025,2025-10,Bondi Junction,Register / POS,Register freezing / crashing,Low,18,True,Repeat Visit,False,No KB Article,36
TCK-13797,2025-10-30,Oct 2025,2025-10,Parramatta,Network Equipment,Printer connectivity issue,Medium,31,True,Repeat Visit,False,No KB Article,62
TCK-11009,2025-10-30,Oct 2025,2025-10,Chatswood,Register / POS,Barcode scanner not working,High,14,True,Repeat Visit,True,Has KB Article,28
TCK-13063,2025-10-30,Oct 2025,2025-10,Chatswood,Desktop,Password reset / login issue,High,7,False,Resolved First Visit,True,Has KB Article,7
TCK-11491,2025-10-30,Oct 2025,2025-10,Bondi Junction,Laptop,New starter device setup,Medium,33,False,Resolved First Visit,True,Has KB Article,33
TCK-15042,2025-10-30,Oct 2025,2025-10,Chatswood,Network Equipment,Wifi / network drop out,Low,17,True,Repeat Visit,False,No KB Article,34
TCK-15185,2025-10-30,Oct 2025,2025-10,Bondi Junction,Register / POS,Payment terminal error,Medium,32,True,Repeat Visit,True,Has KB Article,64
TCK-11400,2025-10-30,Oct 2025,2025-10,Castle Hill,Register / POS,Barcode scanner not working,Low,12,False,Resolved First Visit,True,Has KB Article,12
TCK-12193,2025-10-30,Oct 2025,2025-10,Liverpool,Network Equipment,Wifi / network drop out,Medium,36,True,Repeat Visit,False,No KB Article,72
TCK-10888,2025-10-30,Oct 2025,2025-10,Castle Hill,Network Equipment,Wifi / network drop out,Medium,35,True,Repeat Visit,False,No KB Article,70
TCK-13462,2025-10-30,Oct 2025,2025-10,Bondi Junction,Register / POS,Register freezing / crashing,Low,25,True,Repeat Visit,False,No KB Article,50
TCK-10203,2025-10-30,Oct 2025,2025-10,Liverpool,Network Equipment,Printer connectivity issue,High,11,False,Resolved First Visit,False,No KB Article,11
TCK-12706,2025-10-31,Oct 2025,2025-10,Chatswood,Desktop,Screen / hardware fault,Low,53,False,Resolved First Visit,True,Has KB Article,53
TCK-13265,2025-10-31,Oct 2025,2025-10,Liverpool,Register / POS,Register freezing / crashing,Low,29,True,Repeat Visit,False,No KB Article,58
TCK-11011,2025-10-31,Oct 2025,2025-10,Parramatta,Desktop,Email / account access issue,Medium,5,False,Resolved First Visit,True,Has KB Article,5
TCK-11060,2025-10-31,Oct 2025,2025-10,Bondi Junction,Register / POS,Payment terminal error,High,13,True,Repeat Visit,True,Has KB Article,26
TCK-11581,2025-10-31,Oct 2025,2025-10,Castle Hill,Mobile Device,Mobile device setup,Medium,16,False,Resolved First Visit,True,Has KB Article,16
TCK-13287,2025-10-31,Oct 2025,2025-10,Liverpool,Network Equipment,Wifi / network drop out,Low,51,False,Resolved First Visit,False,No KB Article,51
TCK-11822,2025-10-31,Oct 2025,2025-10,Liverpool,Network Equipment,Printer connectivity issue,Low,41,False,Resolved First Visit,False,No KB Article,41
TCK-12333,2025-10-31,Oct 2025,2025-10,Castle Hill,Laptop,Software install / update request,Medium,19,False,Resolved First Visit,True,Has KB Article,19
TCK-13243,2025-10-31,Oct 2025,2025-10,Parramatta,Laptop,Software install / update request,Medium,17,False,Resolved First Visit,True,Has KB Article,17
TCK-10739,2025-10-31,Oct 2025,2025-10,Bondi Junction,Desktop,Slow computer / performance issue,Medium,42,False,Resolved First Visit,True,Has KB Article,42
TCK-11281,2025-10-31,Oct 2025,2025-10,Liverpool,Desktop,Email / account access issue,High,7,False,Resolved First Visit,True,Has KB Article,7
TCK-12526,2025-10-31,Oct 2025,2025-10,Parramatta,Desktop,Slow computer / performance issue,Low,35,True,Repeat Visit,True,Has KB Article,70
TCK-10577,2025-10-31,Oct 2025,2025-10,Liverpool,Desktop,Password reset / login issue,Medium,14,False,Resolved First Visit,True,Has KB Article,14
TCK-14607,2025-10-31,Oct 2025,2025-10,Chatswood,Desktop,Email / account access issue,Low,16,False,Resolved First Visit,True,Has KB Article,16
TCK-14099,2025-10-31,Oct 2025,2025-10,Bondi Junction,Mobile Device,Mobile device setup,Low,25,False,Resolved First Visit,True,Has KB Article,25
TCK-11385,2025-10-31,Oct 2025,2025-10,Liverpool,Register / POS,Register freezing / crashing,Low,61,True,Repeat Visit,False,No KB Article,122
TCK-13896,2025-10-31,Oct 2025,2025-10,Parramatta,Register / POS,Barcode scanner not working,Medium,14,True,Repeat Visit,True,Has KB Article,28
TCK-14027,2025-10-31,Oct 2025,2025-10,Bondi Junction,Register / POS,Barcode scanner not working,Medium,21,False,Resolved First Visit,True,Has KB Article,21
TCK-14424,2025-10-31,Oct 2025,2025-10,Parramatta,Register / POS,Register freezing / crashing,Medium,37,True,Repeat Visit,False,No KB Article,74
TCK-11058,2025-10-31,Oct 2025,2025-10,Chatswood,Network Equipment,Printer connectivity issue,Low,33,False,Resolved First Visit,False,No KB Article,33
TCK-12421,2025-10-31,Oct 2025,2025-10,Liverpool,Network Equipment,Wifi / network drop out,Medium,46,False,Resolved First Visit,False,No KB Article,46
TCK-14751,2025-10-31,Oct 2025,2025-10,Chatswood,Mobile Device,Mobile device setup,Medium,16,False,Resolved First Visit,True,Has KB Article,16
TCK-13727,2025-10-31,Oct 2025,2025-10,Chatswood,Desktop,Password reset / login issue,Medium,11,True,Repeat Visit,True,Has KB Article,22
TCK-14308,2025-10-31,Oct 2025,2025-10,Liverpool,Desktop,Screen / hardware fault,Medium,45,True,Repeat Visit,True,Has KB Article,90
TCK-12663,2025-10-31,Oct 2025,2025-10,Liverpool,Network Equipment,Printer connectivity issue,Medium,46,True,Repeat Visit,False,No KB Article,92
TCK-14475,2025-10-31,Oct 2025,2025-10,Chatswood,Desktop,Slow computer / performance issue,Low,42,True,Repeat Visit,True,Has KB Article,84
TCK-15089,2025-10-31,Oct 2025,2025-10,Parramatta,Network Equipment,Printer connectivity issue,Medium,25,True,Repeat Visit,False,No KB Article,50
TCK-14534,2025-10-31,Oct 2025,2025-10,Castle Hill,Network Equipment,Printer connectivity issue,Medium,29,False,Resolved First Visit,False,No KB Article,29
TCK-11166,2025-10-31,Oct 2025,2025-10,Parramatta,Network Equipment,Printer connectivity issue,Medium,28,True,Repeat Visit,False,No KB Article,56
TCK-11015,2025-10-31,Oct 2025,2025-10,Bondi Junction,Desktop,Password reset / login issue,High,10,False,Resolved First Visit,True,Has KB Article,10
TCK-14629,2025-10-31,Oct 2025,2025-10,Liverpool,Network Equipment,Wifi / network drop out,Low,54,True,Repeat Visit,False,No KB Article,108
TCK-11068,2025-11-01,Nov 2025,2025-11,Parramatta,Register / POS,Payment terminal error,Low,24,True,Repeat Visit,True,Has KB Article,48
TCK-13137,2025-11-01,Nov 2025,2025-11,Bondi Junction,Desktop,Password reset / login issue,High,10,False,Resolved First Visit,True,Has KB Article,10
TCK-12228,2025-11-01,Nov 2025,2025-11,Bondi Junction,Network Equipment,Wifi / network drop out,Medium,45,False,Resolved First Visit,False,No KB Article,45
TCK-11074,2025-11-01,Nov 2025,2025-11,Bondi Junction,Register / POS,Register freezing / crashing,Low,50,True,Repeat Visit,False,No KB Article,100
TCK-10293,2025-11-01,Nov 2025,2025-11,Chatswood,Register / POS,Barcode scanner not working,Medium,17,False,Resolved First Visit,True,Has KB Article,17
TCK-13326,2025-11-01,Nov 2025,2025-11,Liverpool,Network Equipment,Printer connectivity issue,Medium,39,True,Repeat Visit,False,No KB Article,78
TCK-11859,2025-11-01,Nov 2025,2025-11,Parramatta,Desktop,Slow computer / performance issue,Medium,38,False,Resolved First Visit,True,Has KB Article,38
TCK-13519,2025-11-01,Nov 2025,2025-11,Liverpool,Desktop,Password reset / login issue,Low,6,True,Repeat Visit,True,Has KB Article,12
TCK-14279,2025-11-01,Nov 2025,2025-11,Chatswood,Register / POS,Payment terminal error,Low,25,True,Repeat Visit,True,Has KB Article,50
TCK-15119,2025-11-01,Nov 2025,2025-11,Chatswood,Desktop,Password reset / login issue,Medium,14,False,Resolved First Visit,True,Has KB Article,14
TCK-13168,2025-11-01,Nov 2025,2025-11,Castle Hill,Network Equipment,Wifi / network drop out,Medium,40,False,Resolved First Visit,False,No KB Article,40
TCK-14423,2025-11-01,Nov 2025,2025-11,Liverpool,Network Equipment,Wifi / network drop out,Low,21,True,Repeat Visit,False,No KB Article,42
TCK-13531,2025-11-01,Nov 2025,2025-11,Bondi Junction,Register / POS,Payment terminal error,High,23,True,Repeat Visit,True,Has KB Article,46
TCK-12337,2025-11-01,Nov 2025,2025-11,Chatswood,Register / POS,Barcode scanner not working,High,14,False,Resolved First Visit,True,Has KB Article,14
TCK-12343,2025-11-01,Nov 2025,2025-11,Castle Hill,Desktop,Password reset / login issue,High,10,True,Repeat Visit,True,Has KB Article,20
TCK-12915,2025-11-01,Nov 2025,2025-11,Liverpool,Register / POS,Register freezing / crashing,Low,23,True,Repeat Visit,False,No KB Article,46
TCK-15104,2025-11-01,Nov 2025,2025-11,Parramatta,Network Equipment,Wifi / network drop out,Medium,37,False,Resolved First Visit,False,No KB Article,37
TCK-10014,2025-11-01,Nov 2025,2025-11,Liverpool,Register / POS,Register freezing / crashing,Low,32,True,Repeat Visit,False,No KB Article,64
TCK-13718,2025-11-01,Nov 2025,2025-11,Liverpool,Network Equipment,Printer connectivity issue,Medium,37,True,Repeat Visit,False,No KB Article,74
TCK-13661,2025-11-01,Nov 2025,2025-11,Liverpool,Laptop,New starter device setup,Low,50,False,Resolved First Visit,True,Has KB Article,50
TCK-13002,2025-11-01,Nov 2025,2025-11,Castle Hill,Register / POS,Register freezing / crashing,Medium,35,True,Repeat Visit,False,No KB Article,70
TCK-12322,2025-11-01,Nov 2025,2025-11,Bondi Junction,Network Equipment,Wifi / network drop out,Low,28,True,Repeat Visit,False,No KB Article,56
TCK-10165,2025-11-01,Nov 2025,2025-11,Parramatta,Register / POS,Payment terminal error,Medium,18,False,Resolved First Visit,True,Has KB Article,18
TCK-13566,2025-11-01,Nov 2025,2025-11,Castle Hill,Desktop,Screen / hardware fault,Low,52,False,Resolved First Visit,True,Has KB Article,52
TCK-13123,2025-11-01,Nov 2025,2025-11,Castle Hill,Desktop,Slow computer / performance issue,High,36,True,Repeat Visit,True,Has KB Article,72
TCK-12199,2025-11-01,Nov 2025,2025-11,Liverpool,Desktop,Password reset / login issue,Low,8,False,Resolved First Visit,True,Has KB Article,8
